C:\Users\KIIT\Desktop\car2\IMG\center_2019_07_24_08_48_24_082.jpg,C:\Users\KIIT\Desktop\car2\IMG\left_2019_07_24_08_48_24_082.jpg,C:\Users\KIIT\Desktop\car2\IMG\right_2019_07_24_08_48_24_082.jpg,0,0,0,4.116947E-05
C:\Users\KIIT\Desktop\car2\IMG\center_2019_07_24_08_48_24_165.jpg,C:\Users\KIIT\Desktop\car2\IMG\left_2019_07_24_08_48_24_165.jpg,C:\Users\KIIT\Desktop\car2\IMG\right_2019_07_24_08_48_24_165.jpg,0,0,0,9.55278E-05
C:\Users\KIIT\Desktop\car2\IMG\center_2019_07_24_08_48_24_271.jpg,C:\Users\KIIT\Desktop\car2\IMG\left_2019_07_24_08_48_24_271.jpg,C:\Users\KIIT\Desktop\car2\IMG\right_2019_07_24_08_48_24_271.jpg,0,0,0,8.183614E-05
C:\Users\KIIT\Desktop\car2\IMG\center_2019_07_24_08_48_24_343.jpg,C:\Users\KIIT\Desktop\car2\IMG\left_2019_07_24_08_48_24_343.jpg,C:\Users\KIIT\Desktop\car2\IMG\right_2019_07_24_08_48_24_343.jpg,0,0,0,0.0001049223
C:\Users\KIIT\Desktop\car2\IMG\center_2019_07_24_08_48_24_447.jpg,C:\Users\KIIT\Desktop\car2\IMG\left_2019_07_24_08_48_24_447.jpg,C:\Users\KIIT\Desktop\car2\IMG\right_2019_07_24_08_48_24_447.jpg,0,0,0,0.0001198923
C:\Users\KIIT\Desktop\car2\IMG\center_2019_07_24_08_48_24_557.jpg,C:\Users\KIIT\Desktop\car2\IMG\left_2019_07_24_08_48_24_557.jpg,C:\Users\KIIT\Desktop\car2\IMG\right_2019_07_24_08_48_24_557.jpg,0,0,0,0.0002511618
C:\Users\KIIT\Desktop\car2\IMG\center_2019_07_24_08_48_24_664.jpg,C:\Users\KIIT\Desktop\car2\IMG\left_2019_07_24_08_48_24_664.jpg,C:\Users\KIIT\Desktop\car2\IMG\right_2019_07_24_08_48_24_664.jpg,0,0,0,0.0002779399
C:\Users\KIIT\Desktop\car2\IMG\center_2019_07_24_08_48_24_767.jpg,C:\Users\KIIT\Desktop\car2\IMG\left_2019_07_24_08_48_24_767.jpg,C:\Users\KIIT\Desktop\car2\IMG\right_2019_07_24_08_48_24_767.jpg,0,0,0,4.814635E-05
C:\Users\KIIT\Desktop\car2\IMG\center_2019_07_24_08_48_24_873.jpg,C:\Users\KIIT\Desktop\car2\IMG\left_2019_07_24_08_48_24_873.jpg,C:\Users\KIIT\Desktop\car2\IMG\right_2019_07_24_08_48_24_873.jpg,0,0,0,8.662283E-05
C:\Users\KIIT\Desktop\car2\IMG\center_2019_07_24_08_48_24_972.jpg,C:\Users\KIIT\Desktop\car2\IMG\left_2019_07_24_08_48_24_972.jpg,C:\Users\KIIT\Desktop\car2\IMG\right_2019_07_24_08_48_24_972.jpg,0,0,0,9.244725E-05
C:\Users\KIIT\Desktop\car2\IMG\center_2019_07_24_08_48_25_078.jpg,C:\Users\KIIT\Desktop\car2\IMG\left_2019_07_24_08_48_25_078.jpg,C:\Users\KIIT\Desktop\car2\IMG\right_2019_07_24_08_48_25_078.jpg,0,0,0,0.0001333649
C:\Users\KIIT\Desktop\car2\IMG\center_2019_07_24_08_48_25_149.jpg,C:\Users\KIIT\Desktop\car2\IMG\left_2019_07_24_08_48_25_149.jpg,C:\Users\KIIT\Desktop\car2\IMG\right_2019_07_24_08_48_25_149.jpg,0,0,0,0.0001456738
C:\Users\KIIT\Desktop\car2\IMG\center_2019_07_24_08_48_25_265.jpg,C:\Users\KIIT\Desktop\car2\IMG\left_2019_07_24_08_48_25_265.jpg,C:\Users\KIIT\Desktop\car2\IMG\right_2019_07_24_08_48_25_265.jpg,0,0.2173294,0,0.173313
C:\Users\KIIT\Desktop\car2\IMG\center_2019_07_24_08_48_25_374.jpg,C:\Users\KIIT\Desktop\car2\IMG\left_2019_07_24_08_48_25_374.jpg,C:\Users\KIIT\Desktop\car2\IMG\right_2019_07_24_08_48_25_374.jpg,0,0.5355693,0,0.7206973
C:\Users\KIIT\Desktop\car2\IMG\center_2019_07_24_08_48_25_484.jpg,C:\Users\KIIT\Desktop\car2\IMG\left_2019_07_24_08_48_25_484.jpg,C:\Users\KIIT\Desktop\car2\IMG\right_2019_07_24_08_48_25_484.jpg,0,0.8506239,0,1.645539
C:\Users\KIIT\Desktop\car2\IMG\center_2019_07_24_08_48_25_586.jpg,C:\Users\KIIT\Desktop\car2\IMG\left_2019_07_24_08_48_25_586.jpg,C:\Users\KIIT\Desktop\car2\IMG\right_2019_07_24_08_48_25_586.jpg,0,1,0,3.051817
C:\Users\KIIT\Desktop\car2\IMG\center_2019_07_24_08_48_25_666.jpg,C:\Users\KIIT\Desktop\car2\IMG\left_2019_07_24_08_48_25_666.jpg,C:\Users\KIIT\Desktop\car2\IMG\right_2019_07_24_08_48_25_666.jpg,0,1,0,3.991935
C:\Users\KIIT\Desktop\car2\IMG\center_2019_07_24_08_48_25_773.jpg,C:\Users\KIIT\Desktop\car2\IMG\left_2019_07_24_08_48_25_773.jpg,C:\Users\KIIT\Desktop\car2\IMG\right_2019_07_24_08_48_25_773.jpg,0,1,0,5.158062
C:\Users\KIIT\Desktop\car2\IMG\center_2019_07_24_08_48_25_878.jpg,C:\Users\KIIT\Desktop\car2\IMG\left_2019_07_24_08_48_25_878.jpg,C:\Users\KIIT\Desktop\car2\IMG\right_2019_07_24_08_48_25_878.jpg,0,1,0,6.542085
C:\Users\KIIT\Desktop\car2\IMG\center_2019_07_24_08_48_25_984.jpg,C:\Users\KIIT\Desktop\car2\IMG\left_2019_07_24_08_48_25_984.jpg,C:\Users\KIIT\Desktop\car2\IMG\right_2019_07_24_08_48_25_984.jpg,0,1,0,7.683323
C:\Users\KIIT\Desktop\car2\IMG\center_2019_07_24_08_48_26_251.jpg,C:\Users\KIIT\Desktop\car2\IMG\left_2019_07_24_08_48_26_251.jpg,C:\Users\KIIT\Desktop\car2\IMG\right_2019_07_24_08_48_26_251.jpg,0,1,0,10.59839
C:\Users\KIIT\Desktop\car2\IMG\center_2019_07_24_08_48_26_318.jpg,C:\Users\KIIT\Desktop\car2\IMG\left_2019_07_24_08_48_26_318.jpg,C:\Users\KIIT\Desktop\car2\IMG\right_2019_07_24_08_48_26_318.jpg,0,1,0,11.5796
C:\Users\KIIT\Desktop\car2\IMG\center_2019_07_24_08_48_26_425.jpg,C:\Users\KIIT\Desktop\car2\IMG\left_2019_07_24_08_48_26_425.jpg,C:\Users\KIIT\Desktop\car2\IMG\right_2019_07_24_08_48_26_425.jpg,0,1,0,12.5507
C:\Users\KIIT\Desktop\car2\IMG\center_2019_07_24_08_48_26_513.jpg,C:\Users\KIIT\Desktop\car2\IMG\left_2019_07_24_08_48_26_513.jpg,C:\Users\KIIT\Desktop\car2\IMG\right_2019_07_24_08_48_26_513.jpg,0,1,0,13.37947
C:\Users\KIIT\Desktop\car2\IMG\center_2019_07_24_08_48_26_628.jpg,C:\Users\KIIT\Desktop\car2\IMG\left_2019_07_24_08_48_26_628.jpg,C:\Users\KIIT\Desktop\car2\IMG\right_2019_07_24_08_48_26_628.jpg,0,1,0,14.65508
C:\Users\KIIT\Desktop\car2\IMG\center_2019_07_24_08_48_26_728.jpg,C:\Users\KIIT\Desktop\car2\IMG\left_2019_07_24_08_48_26_728.jpg,C:\Users\KIIT\Desktop\car2\IMG\right_2019_07_24_08_48_26_728.jpg,0,1,0,15.89251
